date,country,total_cases,new_cases,total_deaths,new_deaths,total_tests,population,aged_65_older,aged_70_older
26apr2020,2,150494,4970,23627,815,694987,67886004,18.517,12.527
27apr2020,2,154242,3748,23991,364,726553,67886004,18.517,12.527
28apr2020,2,157715,3473,24311,320,771817,67886004,18.517,12.527
29apr2020,2,162421,4706,25280,969,839597,67886004,18.517,12.527
30apr2020,2,167150,4729,26049,769,922684,67886004,18.517,12.527
01may2020,2,172592,5442,26683,634,996826,67886004,18.517,12.527
02may2020,2,177558,4966,27381,698,1060387,67886004,18.517,12.527
03may2020,2,182295,4737,27965,584,1128590,67886004,18.517,12.527
04may2020,2,185524,3229,28218,253,1202251,67886004,18.517,12.527
05may2020,2,188506,2982,28490,272,1268054,67886004,18.517,12.527
06may2020,2,191895,3389,29216,726,1343722,67886004,18.517,12.527
07may2020,2,195577,3682,29863,647,1420462,67886004,18.517,12.527
08may2020,2,199404,3827,30321,458,1495302,67886004,18.517,12.527
09may2020,2,203171,3767,30900,579,1569888,67886004,18.517,12.527
10may2020,2,206234,3063,31175,275,1643429,67886004,18.517,12.527
11may2020,2,208391,2157,31392,217,1710628,67886004,18.517,12.527
12may2020,2,210720,2329,31579,187,1782996,67886004,18.517,12.527
13may2020,2,214306,3586,32193,614,1864403,67886004,18.517,12.527
14may2020,2,217708,3402,32640,447,1946011,67886004,18.517,12.527
15may2020,2,221015,3307,32992,352,2034056,67886004,18.517,12.527
16may2020,2,223643,2628,33342,350,2122318,67886004,18.517,12.527
17may2020,2,226169,2526,33753,411,2197608,67886004,18.517,12.527
18may2020,2,228248,2079,33820,67,2260688,67886004,18.517,12.527
19may2020,2,230086,1838,33966,146,2332060,67886004,18.517,12.527
20may2020,2,232675,2589,34466,500,2413462,67886004,18.517,12.527
21may2020,2,235727,3052,34794,328,2506869,67886004,18.517,12.527
22may2020,2,238445,2718,35067,273,2590930,67886004,18.517,12.527
23may2020,2,241019,2574,35358,291,2670829,67886004,18.517,12.527
24may2020,2,243081,2062,35578,220,2722676,67886004,18.517,12.527
25may2020,2,244608,1527,35957,379,2859563,67886004,18.517,12.527
26may2020,2,245972,1364,36061,104,2923504,67886004,18.517,12.527
27may2020,2,247596,1624,36192,131,2993833,67886004,18.517,12.527
28may2020,2,249268,1672,36614,422,3078468,67886004,18.517,12.527
29may2020,2,251103,1835,36957,343,3174018,67886004,18.517,12.527
30may2020,2,252863,1760,37231,274,3263888,67886004,18.517,12.527
31may2020,2,254390,1527,37385,154,3339151,67886004,18.517,12.527
01jun2020,2,255515,1125,37445,60,3403873,67886004,18.517,12.527
02jun2020,2,256594,1079,37531,86,3490527,67886004,18.517,12.527
03jun2020,2,258035,1441,37780,249,3587330,67886004,18.517,12.527
04jun2020,2,259519,1484,38034,254,3682775,67886004,18.517,12.527
05jun2020,2,260875,1356,38164,130,3782412,67886004,18.517,12.527
06jun2020,2,262118,1243,38422,258,3873426,67886004,18.517,12.527
07jun2020,2,263238,1120,38565,143,3957326,67886004,18.517,12.527
08jun2020,2,264039,801,38619,54,4059548,67886004,18.517,12.527
09jun2020,2,264760,721,38666,47,4151154,67886004,18.517,12.527
10jun2020,2,265859,1099,38861,195,4249081,67886004,18.517,12.527
11jun2020,2,267017,1158,39025,164,4349254,67886004,18.517,12.527
12jun2020,2,268216,1199,39101,76,4445275,67886004,18.517,12.527
13jun2020,2,269233,1017,39232,131,4542174,67886004,18.517,12.527
14jun2020,2,270285,1052,39339,107,4609714,67886004,18.517,12.527
15jun2020,2,271175,890,39366,27,4677522,67886004,18.517,12.527
16jun2020,2,271997,822,39395,29,4756484,67886004,18.517,12.527
17jun2020,2,273040,1043,39515,120,4840348,67886004,18.517,12.527
18jun2020,2,274142,1102,39625,110,4930797,67886004,18.517,12.527
19jun2020,2,275155,1013,39692,67,5017988,67886004,18.517,12.527
20jun2020,2,276182,1027,39776,84,5098834,67886004,18.517,12.527
21jun2020,2,277168,986,39847,71,5156119,67886004,18.517,12.527
22jun2020,2,277855,687,39878,31,5219161,67886004,18.517,12.527
23jun2020,2,278494,639,39892,14,5285917,67886004,18.517,12.527
24jun2020,2,279390,896,39986,94,5373957,67886004,18.517,12.527
25jun2020,2,280276,886,40073,87,5510701,67886004,18.517,12.527
26jun2020,2,281054,778,40172,99,5604093,67886004,18.517,12.527
27jun2020,2,281775,721,40249,77,5694990,67886004,18.517,12.527
28jun2020,2,282446,671,40289,40,5760203,67886004,18.517,12.527
29jun2020,2,283095,649,40320,31,5825239,67886004,18.517,12.527
30jun2020,2,283541,446,40341,21,5922583,67886004,18.517,12.527
01jul2020,2,284271,730,40394,53,6035588,67886004,18.517,12.527
02jul2020,2,284888,617,40491,97,6147681,67886004,18.517,12.527
03jul2020,2,285539,651,40532,41,6262114,67886004,18.517,12.527
04jul2020,2,286141,602,40581,49,6355415,67886004,18.517,12.527
05jul2020,2,286720,579,40613,32,6433120,67886004,18.517,12.527
06jul2020,2,287121,401,40632,19,6496653,67886004,18.517,12.527
07jul2020,2,287676,555,40643,11,6597342,67886004,18.517,12.527
08jul2020,2,288380,704,40697,54,6717480,67886004,18.517,12.527
09jul2020,2,288977,597,40754,57,6849508,67886004,18.517,12.527
10jul2020,2,289670,693,40785,31,6977736,67886004,18.517,12.527
11jul2020,2,290385,715,40819,34,7101830,67886004,18.517,12.527
12jul2020,2,290950,565,40836,17,7188816,67886004,18.517,12.527
13jul2020,2,291392,442,40845,9,7262633,67886004,18.517,12.527
14jul2020,2,291753,361,40855,10,7375594,67886004,18.517,12.527
15jul2020,2,292479,726,40899,44,7508695,67886004,18.517,12.527
16jul2020,2,293164,685,40925,26,7658207,67886004,18.517,12.527
17jul2020,2,293936,772,40949,24,7815903,67886004,18.517,12.527
18jul2020,2,294640,704,40975,26,7947599,67886004,18.517,12.527
19jul2020,2,295209,569,40984,9,8050171,67886004,18.517,12.527
20jul2020,2,295702,493,40995,11,8135242,67886004,18.517,12.527
21jul2020,2,296115,413,41005,10,8256935,67886004,18.517,12.527
22jul2020,2,296908,793,41030,25,8388397,67886004,18.517,12.527
23jul2020,2,297659,751,41047,17,8522679,67886004,18.517,12.527
24jul2020,2,298432,773,41056,9,8663993,67886004,18.517,12.527
25jul2020,2,299163,731,41088,32,8798036,67886004,18.517,12.527
26jul2020,2,299830,667,41103,15,8904608,67886004,18.517,12.527
27jul2020,2,300251,421,41111,8,8986873,67886004,18.517,12.527
28jul2020,2,300622,371,41114,3,9117483,67886004,18.517,12.527
29jul2020,2,300692,70,41135,21,9260989,67886004,18.517,12.527
30jul2020,2,301455,763,41169,34,9415384,67886004,18.517,12.527
31jul2020,2,302301,846,41169,0,9562383,67886004,18.517,12.527
01aug2020,2,303181,880,41189,20,9693382,67886004,18.517,12.527
02aug2020,2,303952,771,41202,13,9818696,67886004,18.517,12.527
03aug2020,2,304695,743,41207,5,9941987,67886004,18.517,12.527
04aug2020,2,305623,928,41208,1,10083427,67886004,18.517,12.527
05aug2020,2,306293,670,41226,18,10236970,67886004,18.517,12.527
06aug2020,2,307184,891,41240,14,10400408,67886004,18.517,12.527
07aug2020,2,308134,950,41258,18,10556548,67886004,18.517,12.527
08aug2020,2,309005,871,41270,12,10703374,67886004,18.517,12.527
09aug2020,2,309763,758,41273,3,10857124,67886004,18.517,12.527
10aug2020,2,310825,1062,41278,5,10993551,67886004,18.517,12.527
11aug2020,2,311641,816,41296,18,11141214,67886004,18.517,12.527
12aug2020,2,312789,1148,41309,13,11310805,67886004,18.517,12.527
13aug2020,2,313798,1009,41329,20,11471425,67886004,18.517,12.527
14aug2020,2,314927,1129,41347,18,11639184,67886004,18.517,12.527
15aug2020,2,316367,1440,41358,11,11814098,67886004,18.517,12.527
16aug2020,2,317444,1077,41361,3,11978298,67886004,18.517,12.527
17aug2020,2,318484,1040,41366,5,12118924,67886004,18.517,12.527
18aug2020,2,319197,713,41369,3,12272157,67886004,18.517,12.527
19aug2020,2,320286,1089,41381,12,12446595,67886004,18.517,12.527
20aug2020,2,321098,812,41397,16,12618033,67886004,18.517,12.527
21aug2020,2,322280,1182,41403,6,12798368,67886004,18.517,12.527
22aug2020,2,323313,1033,41405,2,12969753,67886004,18.517,12.527
23aug2020,2,324601,1288,41423,18,13126236,67886004,18.517,12.527
24aug2020,2,325642,1041,41429,6,13263262,67886004,18.517,12.527
25aug2020,2,326614,972,41433,4,13447568,67886004,18.517,12.527
26aug2020,2,327798,1184,41449,16,13633416,67886004,18.517,12.527
27aug2020,2,328846,1048,41465,16,13823629,67886004,18.517,12.527
28aug2020,2,330368,1522,41477,12,13992972,67886004,18.517,12.527
29aug2020,2,331644,1276,41486,9,14163546,67886004,18.517,12.527
30aug2020,2,332752,1108,41498,12,14330417,67886004,18.517,12.527
31aug2020,2,334467,1715,41499,1,14488971,67886004,18.517,12.527
01sep2020,2,335873,1406,41501,2,14653196,67886004,18.517,12.527
02sep2020,2,337168,1295,41504,3,14835199,67886004,18.517,12.527
03sep2020,2,338676,1508,41514,10,15017553,67886004,18.517,12.527
04sep2020,2,340411,1735,41527,13,15205285,67886004,18.517,12.527
05sep2020,2,342351,1940,41537,10,15371404,67886004,18.517,12.527
06sep2020,2,344164,1813,41549,12,15541294,67886004,18.517,12.527
07sep2020,2,347152,2988,41551,2,15720561,67886004,18.517,12.527
08sep2020,2,350100,2948,41554,3,15934869,67886004,18.517,12.527
09sep2020,2,352560,2460,41586,32,16145887,67886004,18.517,12.527
10sep2020,2,355219,2659,41594,8,16377083,67886004,18.517,12.527
11sep2020,2,358138,2919,41608,14,16655346,67886004,18.517,12.527
12sep2020,2,361677,3539,41614,6,16876512,67886004,18.517,12.527
13sep2020,2,365174,3497,41623,9,17089685,67886004,18.517,12.527
14sep2020,2,368504,3330,41628,5,17297403,67886004,18.517,12.527
15sep2020,2,371125,2621,41637,9,17521680,67886004,18.517,12.527
16sep2020,2,374228,3103,41664,27,17761017,67886004,18.517,12.527
17sep2020,2,378219,3991,41684,20,17995470,67886004,18.517,12.527
18sep2020,2,381614,3395,41705,21,18248877,67886004,18.517,12.527
19sep2020,2,385936,4322,41732,27,18488762,67886004,18.517,12.527
20sep2020,2,390358,4422,41759,27,18708484,67886004,18.517,12.527
21sep2020,2,394257,3899,41777,18,18897349,67886004,18.517,12.527
22sep2020,2,398625,4368,41788,11,19091955,67886004,18.517,12.527
23sep2020,2,403551,4926,41825,37,19325203,67886004,18.517,12.527
24sep2020,2,409729,6178,41862,37,19583360,67886004,18.517,12.527
25sep2020,2,416363,6634,41902,40,19842919,67886004,18.517,12.527
26sep2020,2,423236,6873,41936,34,20077408,67886004,18.517,12.527
27sep2020,2,429277,6041,41971,35,20304308,67886004,18.517,12.527
28sep2020,2,434969,5692,41988,17,20503188,67886004,18.517,12.527
29sep2020,2,439013,4044,42001,13,20727837,67886004,18.517,12.527
30sep2020,2,446156,7143,42072,71,20964429,67886004,18.517,12.527
01oct2020,2,453264,7108,42143,71,21208723,67886004,18.517,12.527
02oct2020,2,460178,6914,42202,59,21458497,67886004,18.517,12.527
03oct2020,2,467146,6968,42268,66,21711480,67886004,18.517,12.527
04oct2020,2,480017,12871,42317,49,21934950,67886004,18.517,12.527
05oct2020,2,502978,22961,42350,33,22167851,67886004,18.517,12.527
06oct2020,2,515571,12593,42369,19,22409225,67886004,18.517,12.527
07oct2020,2,530113,14542,42445,76,22649175,67886004,18.517,12.527
08oct2020,2,544275,14162,42515,70,22938406,67886004,18.517,12.527
09oct2020,2,561815,17540,42592,77,23215667,67886004,18.517,12.527
10oct2020,2,575679,13864,42679,87,23471856,67886004,18.517,12.527
11oct2020,2,590844,15165,42760,81,23709494,67886004,18.517,12.527
12oct2020,2,603716,12872,42825,65,23910761,67886004,18.517,12.527
13oct2020,2,617688,13972,42875,50,24198274,67886004,18.517,12.527
14oct2020,2,634920,17232,43018,143,24477883,67886004,18.517,12.527
15oct2020,2,654644,19724,43155,137,24756972,67886004,18.517,12.527
16oct2020,2,673622,18978,43293,138,25046375,67886004,18.517,12.527
17oct2020,2,689257,15635,43429,136,25323952,67886004,18.517,12.527
18oct2020,2,705428,16171,43579,150,25604836,67886004,18.517,12.527
19oct2020,2,722409,16981,43646,67,25840772,67886004,18.517,12.527
20oct2020,2,741212,18803,43726,80,26101705,67886004,18.517,12.527
21oct2020,2,762542,21330,43967,241,26395029,67886004,18.517,12.527
22oct2020,2,789229,26687,44158,191,26713168,67886004,18.517,12.527
23oct2020,2,810467,21238,44347,189,27025727,67886004,18.517,12.527
24oct2020,2,830998,20531,44571,224,27307837,67886004,18.517,12.527
25oct2020,2,854010,23012,44745,174,27599062,67886004,18.517,12.527
26oct2020,2,873800,19790,44896,151,27823158,67886004,18.517,12.527
27oct2020,2,894690,20890,44998,102,28087043,67886004,18.517,12.527
28oct2020,2,917575,22885,45365,367,28372780,67886004,18.517,12.527
29oct2020,2,942275,24700,45675,310,,67886004,18.517,12.527
30oct2020,2,965340,23065,45955,280,,67886004,18.517,12.527
