"period","county","S_t","I_t","R_t","D_t","hours_st","hours_it","hours_rt","policy_var","c_st","c_it","c_rt","val_st","val_it","val_rt","Gamma_t","lambda_sbt","lambda_tau_t","C_cty","hours_cty","S_Agg","I_Agg","C_Agg","D_Agg","R_Agg","hours_Agg","S_baseline","I_baseline","C_baseline","hours_baseline"
38,21,0.872492426760493,0.0203545346025437,0.106081508250593,0.00107153038636963,0.316156694550169,0.333333333333333,0.333333333333333,0,3.16156694550169,2.66666666666667,3.33333333333333,1807.56386827207,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302182155982001,-14.0582567371466,3.16632700308863,0.317989669282365,0.845723592095794,0.0240485491155158,3.14839934387141,0.00130227858788691,0.128925580200804,0.316443170994842,0.622959813837118,0.0439936388324428,3.06324473424747,0.309257382680244
39,1,0.864002296001385,0.0209290130090341,0.113918004079685,0.00115068690989581,0.315511296416574,0.333333333333333,0.333333333333333,0,3.15511296416574,2.66666666666667,3.33333333333333,1807.70157788512,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302283333278337,-14.2010247634708,3.16156222680597,0.317551490214533,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,2,0.855440308851922,0.022082201100265,0.121252715147335,0.00122477490047813,0.314753638953366,0.333333333333333,0.333333333333333,0,3.14753638953366,2.66666666666667,3.33333333333333,1807.54220617185,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302404076460086,-14.048908504426,3.15559108794383,0.3170312555344,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,3,0.847840436618522,0.0230824338448409,0.127786358241271,0.00129077129536637,0.314111967976729,0.333333333333333,0.333333333333333,0,3.14111967976729,2.66666666666667,3.33333333333333,1807.40587540287,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302507955129981,-13.9188509753929,3.15067596515541,0.31660642543853,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,4,0.841181542322625,0.0239409588175039,0.133528723871272,0.00134877498859871,0.313572700547303,0.333333333333333,0.333333333333333,0,3.13572700547303,2.66666666666667,3.33333333333333,1807.29003093881,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.30259641072541,-13.808379416026,3.14665398185076,0.316261462106243,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,5,0.835445528600931,0.0246672461953677,0.138488352951664,0.00139887225203701,0.313124813548197,0.333333333333333,0.333333333333333,0,3.13124813548197,2.66666666666667,3.33333333333333,1807.19273603572,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302670685644256,-13.7156234951109,3.14339442008827,0.315983925088519,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,6,0.830617083428737,0.02526918431453,0.142672594934166,0.00144113732256733,0.312759410204504,0.333333333333333,0.333333333333333,0,3.12759410204504,2.66666666666667,3.33333333333333,1807.11251112861,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302731832262011,-13.6391572582116,3.1407928991422,0.315763902201855,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,7,0.826683492655444,0.0257532311791498,0.146087643403752,0.00147563276165406,0.312469402330299,0.333333333333333,0.333333333333333,0,3.12469402330299,2.66666666666667,3.33333333333333,1807.04822750517,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302780718397229,-13.5778947540232,3.13876706315395,0.315593588394005,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,8,0.823634499550761,0.0261245320443743,0.148738558720816,0.00150240968404865,0.312249286763782,0.333333333333333,0.333333333333333,0,3.12249286763782,2.66666666666667,3.33333333333333,1806.99903552505,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302818019647616,-13.5310196946418,3.13725346490875,0.3154669819605,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,9,0.8214622289293,0.0263870005669408,0.150629262798722,0.00152150770503759,0.312094902476808,0.333333333333333,0.333333333333333,0,3.12094902476809,2.66666666666667,3.33333333333333,1806.96431619739,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302844300077851,-13.4979380527896,3.1362046197683,0.315379595347959,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,10,0.820161087110011,0.026543392669498,0.151762565018286,0.00153295520220491,0.312003403671653,0.333333333333333,0.333333333333333,0,3.12003403671653,2.66666666666667,3.33333333333333,1806.94364775079,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302859911559678,-13.4782454134154,3.13558810455328,0.315328369966628,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,11,0.819727742968189,0.0265953425511001,0.152140145335904,0.00153676914480711,0.311973088650868,0.333333333333333,0.333333333333333,0,3.11973088650868,2.66666666666667,3.33333333333333,1806.9367850946,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.30286509196516,-13.4717069009845,3.13538468952186,0.315311491788926,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,12,0.820161087077267,0.026543392671617,0.151762565048605,0.00153295520251116,0.312003403663094,0.333333333333333,0.333333333333333,0,3.12003403663094,2.66666666666667,3.33333333333333,1806.94364774984,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302859911568308,-13.478245412464,3.13558810448763,0.315328369960204,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,13,0.821462228927583,0.0263870005673969,0.15062926279997,0.0015215077050502,0.312094902476683,0.333333333333333,0.333333333333333,0,3.12094902476683,2.66666666666667,3.33333333333333,1806.96431619738,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302844300077688,-13.4979380527805,3.13620461976728,0.315379595347888,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,14,0.823634499474301,0.0261245320680441,0.148738558773078,0.00150240968457654,0.312249286957868,0.333333333333333,0.333333333333333,0,3.12249286957868,2.66666666666667,3.33333333333333,1806.99903552468,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302818019433086,-13.5310196943832,3.13725346650589,0.315466982121792,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,15,0.826683492564509,0.0257532312055111,0.14608764346768,0.00147563276229979,0.312469402491947,0.333333333333333,0.333333333333333,0,3.12469402491947,2.66666666666667,3.33333333333333,1807.04822750422,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302780718215072,-13.5778947531882,3.13876706448951,0.315593588529319,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,16,0.830617083402768,0.025269184319258,0.142672594955194,0.00144113732277974,0.312759410235764,0.333333333333333,0.333333333333333,0,3.12759410235764,2.66666666666667,3.33333333333333,1807.112511128,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302731832227601,-13.6391572576265,3.14079289940334,0.315763902228284,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,17,0.835445528603904,0.0246672461943623,0.138488352949716,0.00139887225201733,0.313124813532938,0.333333333333333,0.333333333333333,0,3.13124813532938,2.66666666666667,3.33333333333333,1807.19273603579,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302670685660409,-13.7156234951841,3.14339441996093,0.315983925075717,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,18,0.841181542345596,0.0239409588105694,0.133528723855397,0.00134877498843835,0.313572700472455,0.333333333333333,0.333333333333333,0,3.13572700472455,2.66666666666667,3.33333333333333,1807.2900309394,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302596410805583,-13.8083794165949,3.14665398122177,0.316261462042881,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,19,0.8478404366185,0.0230824338448401,0.127786358241294,0.0012907712953666,0.314111967966555,0.333333333333333,0.333333333333333,0,3.14111967966555,2.66666666666667,3.33333333333333,1807.40587540293,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302507955140218,-13.9188509754595,3.15067596506915,0.316606425429905,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,20,0.855440308848955,0.0220822011011016,0.121252715149444,0.00122477490049943,0.314753638954545,0.333333333333333,0.333333333333333,0,3.14753638954545,2.66666666666667,3.33333333333333,1807.54220617186,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302404076458293,-14.0489085044466,3.15559108795384,0.317031255535457,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
39,21,0.864002296008666,0.0209290130089375,0.113918004072573,0.00115068690982397,0.31551129641655,0.333333333333333,0.333333333333333,0,3.1551129641655,2.66666666666667,3.33333333333333,1807.70157788502,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302283333278532,-14.2010247633706,3.16156222680477,0.317551490214406,0.835841178614756,0.0245787490516306,3.14420725516937,0.00139580072333613,0.138184271610277,0.316059308787045,0.608310076630883,0.0415347387149499,3.07681824609779,0.310450807190776
40,1,0.855384258653146,0.0214079897426494,0.121975674088163,0.00123207751604205,0.314931742005329,0.333333333333333,0.333333333333333,0,3.14931742005329,2.66666666666667,3.33333333333333,1807.84440138944,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302375435735223,-14.3483507883496,3.15755009955666,0.317182209271843,0.825875117125989,0.0249864081314296,3.14091546342967,0.00149138474742581,0.147647089995155,0.315757306885062,0.594771650834484,0.0389207661222018,3.09131953495292,0.311726671236773
40,2,0.846389050300456,0.0225459370016276,0.129754362570937,0.00131065012697916,0.314172932973761,0.333333333333333,0.333333333333333,0,3.14172932973761,2.66666666666667,3.33333333333333,1807.69222601968,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302497925491899,-14.2035357581662,3.15176234427184,0.316679296893959,0.825875117125989,0.0249864081314296,3.14091546342967,0.00149138474742581,0.147647089995155,0.315757306885062,0.594771650834484,0.0389207661222018,3.09131953495292,0.311726671236773
40,3,0.838417342152016,0.0235290262605753,0.136673095271534,0.00138053631587409,0.313532438148391,0.333333333333333,0.333333333333333,0,3.13532438148391,2.66666666666667,3.33333333333333,1807.56211795171,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302602941697852,-14.079782566055,3.1470313889748,0.316271740648186,0.825875117125989,0.0249864081314296,3.14091546342967,0.00149138474742581,0.147647089995155,0.315757306885062,0.594771650834484,0.0389207661222018,3.09131953495292,0.311726671236773
40,4,0.8314422363065,0.0243698919601554,0.142745993016011,0.00144187871733344,0.312995756180904,0.333333333333333,0.333333333333333,0,3.12995756180904,2.66666666666667,3.33333333333333,1807.4516034643,1793.63785826278,1812.31637860317,4.44089209850063e-16,0.302692089200417,-13.9747044707419,3.1431852700154,0.31594318646555,0.825875117125989,0.0249864081314296,3.14091546342967,0.00149138474742581,0.147647089995155,0.315757306885062,0.594771650834484,0.0389207661222018,3.09131953495292,0.311726671236773
