region,R,mydate
Ecuador,1.2415758,08apr2020
Ecuador,1.3312007,09apr2020
Ecuador,1.4307185,10apr2020
Ecuador,1.5203426,11apr2020
Ecuador,1.5896868,12apr2020
Ecuador,1.6351079,13apr2020
Ecuador,1.662093,14apr2020
Ecuador,1.6719368,15apr2020
Ecuador,1.6686776,16apr2020
Ecuador,1.6534865,17apr2020
Ecuador,1.6274403,18apr2020
Ecuador,1.5927825,19apr2020
Ecuador,1.5497073,20apr2020
Ecuador,1.4946227,21apr2020
Ecuador,1.4262717,22apr2020
Ecuador,1.3490502,23apr2020
Ecuador,1.2763966,24apr2020
Ecuador,1.2023721,25apr2020
Ecuador,1.1213661,26apr2020
Ecuador,1.0386579,27apr2020
Ecuador,.97087634,28apr2020
Ecuador,.92882383,29apr2020
Ecuador,.90683079,30apr2020
Ecuador,.89024192,01may2020
Ecuador,.88144803,02may2020
Ecuador,.88233185,03may2020
Ecuador,.88427949,04may2020
Ecuador,.86080569,05may2020
Ecuador,.82477874,06may2020
Ecuador,.7738058,07may2020
Ecuador,.72107714,08may2020
Ecuador,.66194403,09may2020
Ecuador,.59130657,10may2020
Ecuador,.53096747,11may2020
Ecuador,.50130177,12may2020
Ecuador,.4708868,13may2020
Ecuador,.4511587,14may2020
Ecuador,.42705896,15may2020
Ecuador,.40972269,16may2020
Ecuador,.42159954,17may2020
Ecuador,.44979319,18may2020
Ecuador,.49005637,19may2020
Ecuador,.53785962,20may2020
Ecuador,.61032617,21may2020
Ecuador,.70364988,22may2020
Ecuador,.8353563,23may2020
Ecuador,1.0076374,24may2020
Ecuador,1.1746318,25may2020
Ecuador,1.3082711,26may2020
Ecuador,1.4102486,27may2020
Ecuador,1.4454452,28may2020
Ecuador,1.4572299,29may2020
Ecuador,1.4451898,30may2020
Ecuador,1.4049072,31may2020
Ecuador,1.3513715,01jun2020
Ecuador,1.3075111,02jun2020
Ecuador,1.269161,03jun2020
Ecuador,1.240577,04jun2020
Ecuador,1.2129341,05jun2020
Ecuador,1.1813935,06jun2020
Ecuador,1.1451459,07jun2020
Ecuador,1.1159925,08jun2020
Ecuador,1.0868735,09jun2020
Ecuador,1.0585015,10jun2020
Ecuador,1.0322741,11jun2020
Ecuador,1.0058519,12jun2020
Ecuador,.97971439,13jun2020
Ecuador,.96996218,14jun2020
Ecuador,.97009307,15jun2020
Ecuador,.97120011,16jun2020
Ecuador,.98284096,17jun2020
Ecuador,.99886769,18jun2020
Ecuador,1.0215757,19jun2020
Ecuador,1.0429454,20jun2020
Ecuador,1.0597779,21jun2020
Ecuador,1.0698767,22jun2020
Ecuador,1.0763409,23jun2020
Ecuador,1.0652674,24jun2020
Ecuador,1.0509285,25jun2020
Ecuador,1.0273045,26jun2020
Ecuador,1.0037215,27jun2020
Ecuador,.97859031,28jun2020
Ecuador,.95101148,29jun2020
Ecuador,.93167549,30jun2020
Ecuador,.92364836,01jul2020
Ecuador,.92170709,02jul2020
Ecuador,.93364531,03jul2020
Ecuador,.95056915,04jul2020
Ecuador,.9646014,05jul2020
Ecuador,.96988815,06jul2020
Ecuador,.97109872,07jul2020
Ecuador,.96913272,08jul2020
Ecuador,.95797008,09jul2020
Ecuador,.94071531,10jul2020
Ecuador,.92448431,11jul2020
Ecuador,.91626656,12jul2020
Ecuador,.91971123,13jul2020
Ecuador,.92113429,14jul2020
Ecuador,.92532402,15jul2020
Ecuador,.93052107,16jul2020
Ecuador,.93215328,17jul2020
Ecuador,.93794185,18jul2020
Ecuador,.94099158,19jul2020
Ecuador,.93742645,20jul2020
Ecuador,.92951077,21jul2020
Ecuador,.9101209,22jul2020
Ecuador,.88242859,23jul2020
Ecuador,.84747446,24jul2020
Ecuador,.8002944,25jul2020
Ecuador,.74399644,26jul2020
Ecuador,.68390918,27jul2020
Ecuador,.61897767,28jul2020
Ecuador,.5468151,29jul2020
Ecuador,.47581604,30jul2020
Ecuador,.40724206,31jul2020
Ecuador,.35189116,01aug2020
Ecuador,.32785675,02aug2020
Ecuador,.34899136,03aug2020
Ecuador,.44145405,04aug2020
Ecuador,.65736383,05aug2020
Ecuador,1.0090071,06aug2020
Ecuador,1.4446894,07aug2020
Ecuador,1.8708278,08aug2020
Ecuador,2.1966348,09aug2020
Ecuador,2.3906038,10aug2020
Ecuador,2.4820013,11aug2020
Ecuador,2.4986386,12aug2020
Ecuador,2.4699342,13aug2020
Ecuador,2.4164062,14aug2020
Ecuador,2.351794,15aug2020
Ecuador,2.2871315,16aug2020
Ecuador,2.2263286,17aug2020
Ecuador,2.1657515,18aug2020
Ecuador,2.1075108,19aug2020
Ecuador,2.0494723,20aug2020
Ecuador,1.9923732,21aug2020
Ecuador,1.9347703,22aug2020
Ecuador,1.8760422,23aug2020
Ecuador,1.8145561,24aug2020
Ecuador,1.7498658,25aug2020
Ecuador,1.68051,26aug2020
Ecuador,1.6050141,27aug2020
Ecuador,1.5208174,28aug2020
Ecuador,1.425653,29aug2020
Ecuador,1.3147391,30aug2020
Ecuador,1.1816289,31aug2020
Ecuador,1.016211,01sep2020
Ecuador,.79958946,02sep2020
Ecuador,.59251446,03sep2020
Ecuador,.37750113,04sep2020
Ecuador,.2,05sep2020
Ecuador,,06sep2020
Ecuador,,07sep2020
Ecuador,,08sep2020
Ecuador,,09sep2020
Ecuador,,10sep2020
Ecuador,,11sep2020
Ecuador,,12sep2020
Ecuador,,13sep2020
Ecuador,,14sep2020
Ecuador,,15sep2020
Ecuador,,16sep2020
Ecuador,,17sep2020
Ecuador,,18sep2020
Ecuador,,19sep2020
Ecuador,,20sep2020
Ecuador,,21sep2020
Ecuador,,22sep2020
Ecuador,,23sep2020
Ecuador,,24sep2020
Ecuador,,25sep2020
Ecuador,,26sep2020
Ecuador,,27sep2020
Ecuador,,28sep2020
El Salvador,,26jan2020
El Salvador,,27jan2020
El Salvador,,28jan2020
El Salvador,,29jan2020
El Salvador,,30jan2020
El Salvador,,31jan2020
El Salvador,,01feb2020
El Salvador,,02feb2020
El Salvador,,03feb2020
El Salvador,,04feb2020
El Salvador,,05feb2020
El Salvador,,06feb2020
El Salvador,,07feb2020
El Salvador,,08feb2020
El Salvador,,09feb2020
El Salvador,,10feb2020
El Salvador,,11feb2020
El Salvador,,12feb2020
El Salvador,,13feb2020
El Salvador,,14feb2020
El Salvador,,15feb2020
El Salvador,,16feb2020
El Salvador,,17feb2020
El Salvador,,18feb2020
El Salvador,,19feb2020
El Salvador,,20feb2020
El Salvador,,21feb2020
El Salvador,,22feb2020
El Salvador,,23feb2020
El Salvador,,24feb2020
El Salvador,,25feb2020
El Salvador,,26feb2020
El Salvador,,27feb2020
El Salvador,,28feb2020
El Salvador,,29feb2020
El Salvador,,01mar2020
El Salvador,,02mar2020
El Salvador,,03mar2020
El Salvador,,04mar2020
El Salvador,,05mar2020
El Salvador,,06mar2020
El Salvador,,07mar2020
El Salvador,,08mar2020
El Salvador,,09mar2020
El Salvador,,10mar2020
El Salvador,,11mar2020
El Salvador,,12mar2020
El Salvador,,13mar2020
El Salvador,,14mar2020
El Salvador,,15mar2020
El Salvador,,16mar2020
El Salvador,,17mar2020
El Salvador,,18mar2020
El Salvador,,19mar2020
El Salvador,,20mar2020
El Salvador,,21mar2020
El Salvador,,22mar2020
El Salvador,,23mar2020
El Salvador,,24mar2020
El Salvador,,25mar2020
El Salvador,,26mar2020
El Salvador,,27mar2020
El Salvador,,28mar2020
El Salvador,,29mar2020
El Salvador,,30mar2020
El Salvador,,31mar2020
El Salvador,,01apr2020
El Salvador,,02apr2020
El Salvador,,03apr2020
El Salvador,,04apr2020
El Salvador,,05apr2020
El Salvador,,06apr2020
El Salvador,,07apr2020
El Salvador,,08apr2020
El Salvador,,09apr2020
El Salvador,,10apr2020
El Salvador,,11apr2020
El Salvador,,12apr2020
El Salvador,,13apr2020
El Salvador,,14apr2020
El Salvador,,15apr2020
El Salvador,,16apr2020
El Salvador,,17apr2020
El Salvador,,18apr2020
El Salvador,,19apr2020
El Salvador,,20apr2020
El Salvador,,21apr2020
El Salvador,,22apr2020
El Salvador,,23apr2020
El Salvador,,24apr2020
El Salvador,,25apr2020
El Salvador,,26apr2020
El Salvador,,27apr2020
El Salvador,,28apr2020
El Salvador,,29apr2020
El Salvador,,30apr2020
El Salvador,,01may2020
El Salvador,,02may2020
El Salvador,,03may2020
El Salvador,,04may2020
El Salvador,,05may2020
El Salvador,,06may2020
El Salvador,,07may2020
El Salvador,,08may2020
El Salvador,,09may2020
El Salvador,,10may2020
El Salvador,,11may2020
El Salvador,,12may2020
El Salvador,,13may2020
El Salvador,,14may2020
El Salvador,,15may2020
El Salvador,,16may2020
El Salvador,,17may2020
El Salvador,,18may2020
El Salvador,,19may2020
El Salvador,,20may2020
El Salvador,,21may2020
El Salvador,,22may2020
El Salvador,,23may2020
El Salvador,,24may2020
El Salvador,,25may2020
El Salvador,,26may2020
El Salvador,,27may2020
El Salvador,,28may2020
El Salvador,,29may2020
El Salvador,,30may2020
El Salvador,,31may2020
El Salvador,,01jun2020
El Salvador,,02jun2020
El Salvador,,03jun2020
El Salvador,,04jun2020
El Salvador,,05jun2020
El Salvador,,06jun2020
El Salvador,,07jun2020
El Salvador,,08jun2020
El Salvador,,09jun2020
El Salvador,,10jun2020
El Salvador,,11jun2020
El Salvador,,12jun2020
El Salvador,,13jun2020
El Salvador,,14jun2020
El Salvador,1.3643122,15jun2020
El Salvador,1.3170891,16jun2020
El Salvador,1.2655374,17jun2020
El Salvador,1.2162076,18jun2020
El Salvador,1.1693778,19jun2020
El Salvador,1.1243389,20jun2020
El Salvador,1.0814705,21jun2020
El Salvador,1.0403968,22jun2020
El Salvador,1.0009956,23jun2020
El Salvador,.96438241,24jun2020
El Salvador,.93127346,25jun2020
El Salvador,.90394181,26jun2020
El Salvador,.88371128,27jun2020
El Salvador,.87273848,28jun2020
El Salvador,.87614715,29jun2020
El Salvador,.89417326,30jun2020
El Salvador,.92674983,01jul2020
El Salvador,.96869469,02jul2020
El Salvador,1.0152956,03jul2020
El Salvador,1.06297,04jul2020
El Salvador,1.1088204,05jul2020
El Salvador,1.1457353,06jul2020
El Salvador,1.169134,07jul2020
El Salvador,1.1772488,08jul2020
El Salvador,1.1708101,09jul2020
El Salvador,1.1543262,10jul2020
El Salvador,1.1291146,11jul2020
El Salvador,1.0978279,12jul2020
El Salvador,1.0635368,13jul2020
El Salvador,1.0333599,14jul2020
El Salvador,1.0105591,15jul2020
El Salvador,.99644315,16jul2020
El Salvador,.98853731,17jul2020
El Salvador,.98943967,18jul2020
El Salvador,.99699652,19jul2020
El Salvador,1.0078974,20jul2020
El Salvador,1.0184013,21jul2020
El Salvador,1.0269823,22jul2020
El Salvador,1.0320547,23jul2020
El Salvador,1.0336974,24jul2020
El Salvador,1.032918,25jul2020
El Salvador,1.0291545,26jul2020
El Salvador,1.0234991,27jul2020
El Salvador,1.0154678,28jul2020
El Salvador,1.0028625,29jul2020
El Salvador,.98660034,30jul2020
El Salvador,.96598971,31jul2020
El Salvador,.93936121,01aug2020
El Salvador,.9107309,02aug2020
El Salvador,.87782973,03aug2020
El Salvador,.84425324,04aug2020
El Salvador,.81467146,05aug2020
El Salvador,.79452324,06aug2020
El Salvador,.78536844,07aug2020
El Salvador,.78628612,08aug2020
El Salvador,.7925182,09aug2020
El Salvador,.81126148,10aug2020
El Salvador,.83729178,11aug2020
El Salvador,.86803126,12aug2020
El Salvador,.89468825,13aug2020
El Salvador,.91692781,14aug2020
El Salvador,.93619168,15aug2020
El Salvador,.95317429,16aug2020
El Salvador,.96196878,17aug2020
El Salvador,.9628185,18aug2020
El Salvador,.95336652,19aug2020
El Salvador,.93656003,20aug2020
El Salvador,.91571969,21aug2020
El Salvador,.89317811,22aug2020
El Salvador,.87018543,23aug2020
El Salvador,.85138172,24aug2020
El Salvador,.83633405,25aug2020
El Salvador,.82456475,26aug2020
El Salvador,.81205249,27aug2020
El Salvador,.79710531,28aug2020
El Salvador,.77755409,29aug2020
El Salvador,.75645131,30aug2020
El Salvador,.72990108,31aug2020
El Salvador,.70347059,01sep2020
El Salvador,.68537283,02sep2020
El Salvador,.68525344,03sep2020
El Salvador,.69820738,04sep2020
El Salvador,.72683012,05sep2020
El Salvador,.76731598,06sep2020
El Salvador,.81887317,07sep2020
El Salvador,.87584251,08sep2020
El Salvador,.92668587,09sep2020
El Salvador,.96438098,10sep2020
El Salvador,.99921,11sep2020
El Salvador,1.029845,12sep2020
El Salvador,1.0617918,13sep2020
El Salvador,1.0974162,14sep2020
El Salvador,1.1353492,15sep2020
El Salvador,1.1769458,16sep2020
El Salvador,1.2165763,17sep2020
El Salvador,1.2485147,18sep2020
El Salvador,1.2763028,19sep2020
El Salvador,1.2974606,20sep2020
El Salvador,1.3124083,21sep2020
El Salvador,1.3115078,22sep2020
El Salvador,1.2891625,23sep2020
El Salvador,1.2560812,24sep2020
El Salvador,1.2249641,25sep2020
El Salvador,1.1922816,26sep2020
El Salvador,1.1585615,27sep2020
El Salvador,1.1259847,28sep2020
Estonia,,26jan2020
Estonia,,27jan2020
Estonia,,28jan2020
Estonia,,29jan2020
Estonia,,30jan2020
Estonia,,31jan2020
Estonia,,01feb2020
Estonia,,02feb2020
Estonia,,03feb2020
Estonia,,04feb2020
Estonia,,05feb2020
Estonia,,06feb2020
Estonia,,07feb2020
Estonia,,08feb2020
Estonia,,09feb2020
Estonia,,10feb2020
Estonia,,11feb2020
Estonia,,12feb2020
Estonia,,13feb2020
Estonia,,14feb2020
Estonia,,15feb2020
Estonia,,16feb2020
Estonia,,17feb2020
Estonia,,18feb2020
Estonia,,19feb2020
Estonia,,20feb2020
Estonia,,21feb2020
Estonia,,22feb2020
Estonia,,23feb2020
Estonia,,24feb2020
Estonia,,25feb2020
Estonia,,26feb2020
Estonia,,27feb2020
Estonia,,28feb2020
Estonia,,29feb2020
Estonia,,01mar2020
Estonia,,02mar2020
Estonia,,03mar2020
Estonia,,04mar2020
Estonia,,05mar2020
Estonia,,06mar2020
Estonia,,07mar2020
Estonia,,08mar2020
Estonia,,09mar2020
Estonia,,10mar2020
Estonia,,11mar2020
Estonia,,12mar2020
Estonia,,13mar2020
Estonia,,14mar2020
Estonia,,15mar2020
Estonia,,16mar2020
Estonia,,17mar2020
Estonia,,18mar2020
Estonia,,19mar2020
Estonia,,20mar2020
Estonia,,21mar2020
Estonia,,22mar2020
Estonia,,23mar2020
Estonia,,24mar2020
Estonia,,25mar2020
Estonia,1.3456727,26mar2020
Estonia,1.2630661,27mar2020
Estonia,1.1734408,28mar2020
Estonia,1.0942775,29mar2020
Estonia,1.0226847,30mar2020
Estonia,.95704633,31mar2020
Estonia,.8929556,01apr2020
Estonia,.84225523,02apr2020
Estonia,.80875099,03apr2020
Estonia,.80345947,04apr2020
Estonia,.80619347,05apr2020
Estonia,.81318349,06apr2020
Estonia,.8195073,07apr2020
Estonia,.81894785,08apr2020
Estonia,.80386835,09apr2020
Estonia,.77566034,10apr2020
Estonia,.73659712,11apr2020
Estonia,.69000477,12apr2020
Estonia,.64728862,13apr2020
Estonia,.61226076,14apr2020
Estonia,.59885693,15apr2020
Estonia,.59638751,16apr2020
Estonia,.61281937,17apr2020
Estonia,.63039494,18apr2020
Estonia,.65085697,19apr2020
Estonia,.6660732,20apr2020
Estonia,.67620665,21apr2020
Estonia,.69538659,22apr2020
Estonia,.74471068,23apr2020
Estonia,.79459846,24apr2020
Estonia,.83150393,25apr2020
Estonia,.86986929,26apr2020
Estonia,.89743012,27apr2020
Estonia,.93193388,28apr2020
Estonia,.96186781,29apr2020
Estonia,.97332036,30apr2020
Estonia,.9675321,01may2020
Estonia,.94614476,02may2020
Estonia,.89351225,03may2020
Estonia,.8071838,04may2020
Estonia,.73537773,05may2020
Estonia,.64595205,06may2020
Estonia,.55549729,07may2020
Estonia,.46780893,08may2020
Estonia,.39156887,09may2020
Estonia,.34488192,10may2020
Estonia,.39592829,11may2020
Estonia,.47188616,12may2020
Estonia,.58020616,13may2020
Estonia,.72748208,14may2020
Estonia,.91580653,15may2020
Estonia,1.1383623,16may2020
Estonia,1.3284854,17may2020
Estonia,1.4248669,18may2020
Estonia,1.437104,19may2020
Estonia,1.3846364,20may2020
Estonia,1.283615,21may2020
Estonia,1.1416373,22may2020
Estonia,.98933905,23may2020
Estonia,.81575954,24may2020
Estonia,.63801217,25may2020
Estonia,.44061482,26may2020
Estonia,.24464758,27may2020
Estonia,.2,28may2020
Estonia,,29may2020
Estonia,,30may2020
Estonia,,31may2020
Estonia,,01jun2020
Estonia,,02jun2020
Estonia,,03jun2020
Estonia,,04jun2020
Estonia,,05jun2020
Estonia,,06jun2020
Estonia,,07jun2020
Estonia,,08jun2020
Estonia,,09jun2020
Estonia,,10jun2020
Estonia,,11jun2020
Estonia,,12jun2020
Estonia,,13jun2020
Estonia,,14jun2020
Estonia,,15jun2020
Estonia,,16jun2020
Estonia,,17jun2020
Estonia,,18jun2020
Estonia,,19jun2020
Estonia,,20jun2020
Estonia,,21jun2020
Estonia,,22jun2020
Estonia,,23jun2020
Estonia,,24jun2020
Estonia,,25jun2020
Estonia,,26jun2020
Estonia,,27jun2020
Estonia,,28jun2020
Estonia,,29jun2020
Estonia,,30jun2020
Estonia,,01jul2020
Estonia,,02jul2020
Estonia,,03jul2020
Estonia,,04jul2020
Estonia,,05jul2020
Estonia,,06jul2020
Estonia,,07jul2020
Estonia,,08jul2020
Estonia,,09jul2020
Estonia,,10jul2020
Estonia,,11jul2020
Estonia,,12jul2020
Estonia,,13jul2020
Estonia,,14jul2020
Estonia,,15jul2020
Estonia,,16jul2020
Estonia,,17jul2020
Estonia,,18jul2020
Estonia,,19jul2020
Estonia,,20jul2020
Estonia,,21jul2020
Estonia,,22jul2020
Estonia,,23jul2020
Estonia,,24jul2020
Estonia,,25jul2020
Estonia,,26jul2020
Estonia,,27jul2020
Estonia,,28jul2020
Estonia,,29jul2020
Estonia,,30jul2020
Estonia,,31jul2020
Estonia,,01aug2020
Estonia,,02aug2020
Estonia,,03aug2020
Estonia,,04aug2020
Estonia,,05aug2020
Estonia,,06aug2020
Estonia,,07aug2020
Estonia,,08aug2020
Estonia,,09aug2020
Estonia,,10aug2020
Estonia,,11aug2020
Estonia,,12aug2020
Estonia,,13aug2020
Estonia,,14aug2020
Estonia,,15aug2020
Estonia,,16aug2020
Estonia,,17aug2020
Estonia,,18aug2020
Estonia,,19aug2020
Estonia,,20aug2020
Estonia,,21aug2020
Estonia,,22aug2020
Estonia,,23aug2020
Estonia,,24aug2020
Estonia,,25aug2020
Estonia,,26aug2020
Estonia,,27aug2020
Estonia,,28aug2020
Estonia,,29aug2020
Estonia,,30aug2020
Estonia,,31aug2020
Estonia,,01sep2020
Estonia,,02sep2020
Estonia,,03sep2020
Estonia,,04sep2020
Estonia,,05sep2020
Estonia,,06sep2020
Estonia,,07sep2020
Estonia,,08sep2020
Estonia,,09sep2020
Estonia,,10sep2020
Estonia,,11sep2020
Estonia,,12sep2020
Estonia,,13sep2020
Estonia,,14sep2020
Estonia,,15sep2020
Estonia,,16sep2020
Estonia,,17sep2020
Estonia,,18sep2020
Estonia,,19sep2020
Estonia,,20sep2020
Estonia,,21sep2020
Estonia,,22sep2020
Estonia,,23sep2020
Estonia,,24sep2020
Estonia,,25sep2020
Estonia,,26sep2020
Estonia,,27sep2020
Estonia,,28sep2020
Eswatini,,26jan2020
Eswatini,,27jan2020
Eswatini,,28jan2020
Eswatini,,29jan2020
Eswatini,,30jan2020
Eswatini,,31jan2020
Eswatini,,01feb2020
Eswatini,,02feb2020
Eswatini,,03feb2020
Eswatini,,04feb2020
Eswatini,,05feb2020
Eswatini,,06feb2020
Eswatini,,07feb2020
Eswatini,,08feb2020
Eswatini,,09feb2020
Eswatini,,10feb2020
Eswatini,,11feb2020
Eswatini,,12feb2020
Eswatini,,13feb2020
Eswatini,,14feb2020
Eswatini,,15feb2020
Eswatini,,16feb2020
Eswatini,,17feb2020
Eswatini,,18feb2020
Eswatini,,19feb2020
Eswatini,,20feb2020
Eswatini,,21feb2020
Eswatini,,22feb2020
Eswatini,,23feb2020
Eswatini,,24feb2020
Eswatini,,25feb2020
Eswatini,,26feb2020
Eswatini,,27feb2020
Eswatini,,28feb2020
Eswatini,,29feb2020
Eswatini,,01mar2020
Eswatini,,02mar2020
Eswatini,,03mar2020
Eswatini,,04mar2020
Eswatini,,05mar2020
Eswatini,,06mar2020
Eswatini,,07mar2020
Eswatini,,08mar2020
Eswatini,,09mar2020
Eswatini,,10mar2020
Eswatini,,11mar2020
Eswatini,,12mar2020
Eswatini,,13mar2020
Eswatini,,14mar2020
Eswatini,,15mar2020
Eswatini,,16mar2020
Eswatini,,17mar2020
Eswatini,,18mar2020
Eswatini,,19mar2020
Eswatini,,20mar2020
Eswatini,,21mar2020
Eswatini,,22mar2020
Eswatini,,23mar2020
Eswatini,,24mar2020
Eswatini,,25mar2020
Eswatini,,26mar2020
Eswatini,,27mar2020
Eswatini,,28mar2020
Eswatini,,29mar2020
Eswatini,,30mar2020
Eswatini,,31mar2020
Eswatini,,01apr2020
Eswatini,,02apr2020
Eswatini,,03apr2020
Eswatini,,04apr2020
Eswatini,,05apr2020
Eswatini,,06apr2020
Eswatini,,07apr2020
Eswatini,,08apr2020
Eswatini,,09apr2020
Eswatini,,10apr2020
Eswatini,,11apr2020
Eswatini,,12apr2020
Eswatini,,13apr2020
Eswatini,,14apr2020
Eswatini,,15apr2020
Eswatini,,16apr2020
Eswatini,,17apr2020
Eswatini,,18apr2020
Eswatini,,19apr2020
Eswatini,,20apr2020
Eswatini,,21apr2020
Eswatini,,22apr2020
Eswatini,,23apr2020
Eswatini,,24apr2020
Eswatini,,25apr2020
Eswatini,,26apr2020
Eswatini,,27apr2020
Eswatini,,28apr2020
Eswatini,,29apr2020
Eswatini,,30apr2020
Eswatini,,01may2020
Eswatini,,02may2020
Eswatini,,03may2020
Eswatini,,04may2020
Eswatini,,05may2020
Eswatini,,06may2020
Eswatini,,07may2020
Eswatini,,08may2020
Eswatini,,09may2020
Eswatini,,10may2020
Eswatini,,11may2020
Eswatini,,12may2020
Eswatini,,13may2020
Eswatini,,14may2020
Eswatini,,15may2020
Eswatini,,16may2020
Eswatini,,17may2020
Eswatini,,18may2020
Eswatini,,19may2020
Eswatini,,20may2020
Eswatini,,21may2020
Eswatini,,22may2020
Eswatini,,23may2020
Eswatini,,24may2020
Eswatini,,25may2020
Eswatini,,26may2020
Eswatini,,27may2020
Eswatini,,28may2020
Eswatini,,29may2020
Eswatini,,30may2020
Eswatini,,31may2020
Eswatini,,01jun2020
Eswatini,,02jun2020
Eswatini,,03jun2020
Eswatini,,04jun2020
Eswatini,,05jun2020
Eswatini,,06jun2020
Eswatini,,07jun2020
Eswatini,,08jun2020
Eswatini,,09jun2020
Eswatini,,10jun2020
Eswatini,,11jun2020
Eswatini,,12jun2020
Eswatini,,13jun2020
Eswatini,,14jun2020
Eswatini,,15jun2020
Eswatini,,16jun2020
Eswatini,,17jun2020
Eswatini,,18jun2020
Eswatini,,19jun2020
Eswatini,,20jun2020
Eswatini,,21jun2020
Eswatini,,22jun2020
Eswatini,,23jun2020
Eswatini,,24jun2020
Eswatini,,25jun2020
Eswatini,,26jun2020
Eswatini,,27jun2020
Eswatini,,28jun2020
Eswatini,,29jun2020
Eswatini,,30jun2020
Eswatini,,01jul2020
Eswatini,,02jul2020
Eswatini,,03jul2020
Eswatini,1.1259441,04jul2020
Eswatini,1.1278983,05jul2020
Eswatini,1.1378888,06jul2020
Eswatini,1.1548374,07jul2020
Eswatini,1.2002033,08jul2020
Eswatini,1.2711087,09jul2020
Eswatini,1.3516841,10jul2020
Eswatini,1.4355444,11jul2020
Eswatini,1.4979943,12jul2020
Eswatini,1.5299146,13jul2020
Eswatini,1.5349239,14jul2020
Eswatini,1.5041314,15jul2020
Eswatini,1.4571031,16jul2020
Eswatini,1.4012678,17jul2020
Eswatini,1.341035,18jul2020
Eswatini,1.283619,19jul2020
Eswatini,1.2251168,20jul2020
Eswatini,1.161877,21jul2020
Eswatini,1.1069498,22jul2020
Eswatini,1.0562849,23jul2020
Eswatini,1.0228665,24jul2020
Eswatini,1.0050771,25jul2020
Eswatini,.98999012,26jul2020
Eswatini,.9801845,27jul2020
Eswatini,.9829433,28jul2020
Eswatini,.98183155,29jul2020
Eswatini,.97504419,30jul2020
Eswatini,.95654565,31jul2020
Eswatini,.93642122,01aug2020
Eswatini,.92214751,02aug2020
Eswatini,.91407269,03aug2020
Eswatini,.90395898,04aug2020
Eswatini,.90015411,05aug2020
Eswatini,.90834248,06aug2020
Eswatini,.9212181,07aug2020
Eswatini,.92014903,08aug2020
Eswatini,.90259695,09aug2020
Eswatini,.87577403,10aug2020
Eswatini,.84334314,11aug2020
Eswatini,.79926467,12aug2020
Eswatini,.74108583,13aug2020
Eswatini,.6709668,14aug2020
Eswatini,.6043027,15aug2020
Eswatini,.54506046,16aug2020
Eswatini,.4786503,17aug2020
Eswatini,.41461235,18aug2020
Eswatini,.37151825,19aug2020
Eswatini,.34113708,20aug2020
Eswatini,.31660074,21aug2020
Eswatini,.29592034,22aug2020
Eswatini,.27347422,23aug2020
Eswatini,.29621667,24aug2020
Eswatini,.36451688,25aug2020
Eswatini,.45879096,26aug2020
Eswatini,.58686227,27aug2020
Eswatini,.82087785,28aug2020
Eswatini,1.1114305,29aug2020
Eswatini,1.3963541,30aug2020
Eswatini,1.5789857,31aug2020
Eswatini,1.6621234,01sep2020
Eswatini,1.6714501,02sep2020
Eswatini,1.6339726,03sep2020
Eswatini,1.5501004,04sep2020
Eswatini,1.4539758,05sep2020
Eswatini,1.3648095,06sep2020
Eswatini,1.2797152,07sep2020
Eswatini,1.1956065,08sep2020
Eswatini,1.109079,09sep2020
Eswatini,1.0558708,10sep2020
Eswatini,1.0081259,11sep2020
Eswatini,.95140696,12sep2020
Eswatini,.89608037,13sep2020
Eswatini,.84069735,14sep2020
Eswatini,.79804772,15sep2020
Eswatini,.77116412,16sep2020
Eswatini,.71908426,17sep2020
Eswatini,.66642249,18sep2020
Eswatini,.64931595,19sep2020
Eswatini,.64771253,20sep2020
Eswatini,.67013764,21sep2020
Eswatini,.70588732,22sep2020
Eswatini,.75970137,23sep2020
Eswatini,.83652997,24sep2020
Eswatini,.88972694,25sep2020
Eswatini,.8859607,26sep2020
Eswatini,.86801225,27sep2020
Eswatini,.83597481,28sep2020
Finland,,26jan2020
Finland,,27jan2020
Finland,,28jan2020
Finland,,29jan2020
Finland,,30jan2020
Finland,,31jan2020
Finland,,01feb2020
Finland,,02feb2020
Finland,,03feb2020
Finland,,04feb2020
Finland,,05feb2020
Finland,,06feb2020
Finland,,07feb2020
Finland,,08feb2020
Finland,,09feb2020
Finland,,10feb2020
Finland,,11feb2020
Finland,,12feb2020
Finland,,13feb2020
Finland,,14feb2020
Finland,,15feb2020
Finland,,16feb2020
Finland,,17feb2020
Finland,,18feb2020
Finland,,19feb2020
Finland,,20feb2020
Finland,,21feb2020
Finland,,22feb2020
Finland,,23feb2020
Finland,,24feb2020
Finland,,25feb2020
Finland,,26feb2020
Finland,,27feb2020
Finland,,28feb2020
Finland,,29feb2020
Finland,,01mar2020
Finland,,02mar2020
Finland,,03mar2020
Finland,,04mar2020
Finland,,05mar2020
Finland,,06mar2020
Finland,,07mar2020
Finland,,08mar2020
Finland,,09mar2020
Finland,,10mar2020
Finland,,11mar2020
Finland,,12mar2020
Finland,,13mar2020
Finland,,14mar2020
Finland,,15mar2020
Finland,,16mar2020
Finland,,17mar2020
Finland,,18mar2020
Finland,,19mar2020
Finland,,20mar2020
Finland,,21mar2020
Finland,,22mar2020
Finland,,23mar2020
Finland,,24mar2020
Finland,,25mar2020
Finland,,26mar2020
Finland,,27mar2020
