region,R,mydate
"Lombardy, Italy",,04feb2020
"Lombardy, Italy",,05feb2020
"Lombardy, Italy",,06feb2020
"Lombardy, Italy",,07feb2020
"Lombardy, Italy",,08feb2020
"Lombardy, Italy",,09feb2020
"Lombardy, Italy",,10feb2020
"Lombardy, Italy",,11feb2020
"Lombardy, Italy",,12feb2020
"Lombardy, Italy",,13feb2020
"Lombardy, Italy",,14feb2020
"Lombardy, Italy",,15feb2020
"Lombardy, Italy",,16feb2020
"Lombardy, Italy",,17feb2020
"Lombardy, Italy",,18feb2020
"Lombardy, Italy",,19feb2020
"Lombardy, Italy",,20feb2020
"Lombardy, Italy",,21feb2020
"Lombardy, Italy",,22feb2020
"Lombardy, Italy",,23feb2020
"Lombardy, Italy",,24feb2020
"Lombardy, Italy",,25feb2020
"Lombardy, Italy",,26feb2020
"Lombardy, Italy",,27feb2020
"Lombardy, Italy",2.2000194,28feb2020
"Lombardy, Italy",2.0816629,29feb2020
"Lombardy, Italy",1.9811003,01mar2020
"Lombardy, Italy",1.89358,02mar2020
"Lombardy, Italy",1.814031,03mar2020
"Lombardy, Italy",1.7441403,04mar2020
"Lombardy, Italy",1.6808364,05mar2020
"Lombardy, Italy",1.6243336,06mar2020
"Lombardy, Italy",1.5745397,07mar2020
"Lombardy, Italy",1.5298744,08mar2020
"Lombardy, Italy",1.4890978,09mar2020
"Lombardy, Italy",1.4495239,10mar2020
"Lombardy, Italy",1.4110552,11mar2020
"Lombardy, Italy",1.3732407,12mar2020
"Lombardy, Italy",1.3342559,13mar2020
"Lombardy, Italy",1.2942219,14mar2020
"Lombardy, Italy",1.2510732,15mar2020
"Lombardy, Italy",1.2058626,16mar2020
"Lombardy, Italy",1.1642323,17mar2020
"Lombardy, Italy",1.1246451,18mar2020
"Lombardy, Italy",1.0860858,19mar2020
"Lombardy, Italy",1.0491536,20mar2020
"Lombardy, Italy",1.0107201,21mar2020
"Lombardy, Italy",.97178447,22mar2020
"Lombardy, Italy",.93361342,23mar2020
"Lombardy, Italy",.89466357,24mar2020
"Lombardy, Italy",.85490268,25mar2020
"Lombardy, Italy",.81697065,26mar2020
"Lombardy, Italy",.781057,27mar2020
"Lombardy, Italy",.75147551,28mar2020
"Lombardy, Italy",.73165208,29mar2020
"Lombardy, Italy",.721448,30mar2020
"Lombardy, Italy",.72013599,31mar2020
"Lombardy, Italy",.72720993,01apr2020
"Lombardy, Italy",.74150598,02apr2020
"Lombardy, Italy",.76338708,03apr2020
"Lombardy, Italy",.79013526,04apr2020
"Lombardy, Italy",.8218143,05apr2020
"Lombardy, Italy",.8546716,06apr2020
"Lombardy, Italy",.88697338,07apr2020
"Lombardy, Italy",.91263634,08apr2020
"Lombardy, Italy",.93165529,09apr2020
"Lombardy, Italy",.94323266,10apr2020
"Lombardy, Italy",.94942176,11apr2020
"Lombardy, Italy",.9485473,12apr2020
"Lombardy, Italy",.94557577,13apr2020
"Lombardy, Italy",.93931615,14apr2020
"Lombardy, Italy",.93817204,15apr2020
"Lombardy, Italy",.93897116,16apr2020
"Lombardy, Italy",.94393474,17apr2020
"Lombardy, Italy",.9524262,18apr2020
"Lombardy, Italy",.96721357,19apr2020
"Lombardy, Italy",.98699337,20apr2020
"Lombardy, Italy",1.0136213,21apr2020
"Lombardy, Italy",1.0415512,22apr2020
"Lombardy, Italy",1.0705429,23apr2020
"Lombardy, Italy",1.095976,24apr2020
"Lombardy, Italy",1.1143862,25apr2020
"Lombardy, Italy",1.1162376,26apr2020
"Lombardy, Italy",1.0938016,27apr2020
"Lombardy, Italy",1.0656204,28apr2020
"Lombardy, Italy",1.0324613,29apr2020
"Lombardy, Italy",.9893288,30apr2020
"Lombardy, Italy",.93326432,01may2020
"Lombardy, Italy",.87912577,02may2020
"Lombardy, Italy",.83671278,03may2020
"Lombardy, Italy",.81549972,04may2020
"Lombardy, Italy",.79086441,05may2020
"Lombardy, Italy",.76959431,06may2020
"Lombardy, Italy",.75942397,07may2020
"Lombardy, Italy",.76450747,08may2020
"Lombardy, Italy",.76512486,09may2020
"Lombardy, Italy",.7591942,10may2020
"Lombardy, Italy",.75478178,11may2020
"Lombardy, Italy",.74727088,12may2020
"Lombardy, Italy",.74433124,13may2020
"Lombardy, Italy",.74229461,14may2020
"Lombardy, Italy",.74674571,15may2020
"Lombardy, Italy",.76728022,16may2020
"Lombardy, Italy",.80109584,17may2020
"Lombardy, Italy",.83663481,18may2020
"Lombardy, Italy",.8882364,19may2020
"Lombardy, Italy",.93595582,20may2020
"Lombardy, Italy",.98909158,21may2020
"Lombardy, Italy",1.0393215,22may2020
"Lombardy, Italy",1.0884655,23may2020
"Lombardy, Italy",1.1190705,24may2020
"Lombardy, Italy",1.1244701,25may2020
"Lombardy, Italy",1.1136527,26may2020
"Lombardy, Italy",1.1089857,27may2020
"Lombardy, Italy",1.1099256,28may2020
"Lombardy, Italy",1.1179824,29may2020
"Lombardy, Italy",1.1235367,30may2020
"Lombardy, Italy",1.1364892,31may2020
"Lombardy, Italy",1.1528698,01jun2020
"Lombardy, Italy",1.154073,02jun2020
"Lombardy, Italy",1.1349827,03jun2020
"Lombardy, Italy",1.1043271,04jun2020
"Lombardy, Italy",1.0656852,05jun2020
"Lombardy, Italy",1.0227741,06jun2020
"Lombardy, Italy",.97536367,07jun2020
"Lombardy, Italy",.93220782,08jun2020
"Lombardy, Italy",.89536929,09jun2020
"Lombardy, Italy",.87090659,10jun2020
"Lombardy, Italy",.84901142,11jun2020
"Lombardy, Italy",.83025634,12jun2020
"Lombardy, Italy",.80495965,13jun2020
"Lombardy, Italy",.78593618,14jun2020
"Lombardy, Italy",.76851159,15jun2020
"Lombardy, Italy",.75932717,16jun2020
"Lombardy, Italy",.7589395,17jun2020
"Lombardy, Italy",.77111334,18jun2020
"Lombardy, Italy",.80313146,19jun2020
"Lombardy, Italy",.85812825,20jun2020
"Lombardy, Italy",.9266988,21jun2020
"Lombardy, Italy",1.0120568,22jun2020
"Lombardy, Italy",1.0849123,23jun2020
"Lombardy, Italy",1.1441139,24jun2020
"Lombardy, Italy",1.187241,25jun2020
"Lombardy, Italy",1.2130947,26jun2020
"Lombardy, Italy",1.2230027,27jun2020
"Lombardy, Italy",1.2187281,28jun2020
"Lombardy, Italy",1.1832461,29jun2020
"Lombardy, Italy",1.1414304,30jun2020
"Lombardy, Italy",1.0839106,01jul2020
"Lombardy, Italy",1.0145639,02jul2020
"Lombardy, Italy",.94968337,03jul2020
"Lombardy, Italy",.90457159,04jul2020
"Lombardy, Italy",.8571822,05jul2020
"Lombardy, Italy",.81527203,06jul2020
"Lombardy, Italy",.75874811,07jul2020
"Lombardy, Italy",.69172609,08jul2020
"Lombardy, Italy",.63177353,09jul2020
"Lombardy, Italy",.56146562,10jul2020
"Lombardy, Italy",.46106985,11jul2020
"Lombardy, Italy",.34093821,12jul2020
"Lombardy, Italy",.2,13jul2020
"Lombardy, Italy",.2,14jul2020
"Lombardy, Italy",,15jul2020
"Lombardy, Italy",,16jul2020
"Lombardy, Italy",,17jul2020
"Lombardy, Italy",,18jul2020
"Lombardy, Italy",,19jul2020
"Lombardy, Italy",,20jul2020
"Lombardy, Italy",,21jul2020
"Lombardy, Italy",,22jul2020
"Lombardy, Italy",,23jul2020
"Lombardy, Italy",,24jul2020
"Lombardy, Italy",,25jul2020
"Lombardy, Italy",,26jul2020
"Lombardy, Italy",,27jul2020
"Lombardy, Italy",,28jul2020
"Lombardy, Italy",,29jul2020
"Lombardy, Italy",,30jul2020
"Lombardy, Italy",,31jul2020
"Lombardy, Italy",,01aug2020
"Lombardy, Italy",,02aug2020
"Lombardy, Italy",,03aug2020
"Lombardy, Italy",,04aug2020
"Lombardy, Italy",,05aug2020
"Lombardy, Italy",,06aug2020
"Lombardy, Italy",,07aug2020
"Lombardy, Italy",,08aug2020
"Lombardy, Italy",,09aug2020
"Lombardy, Italy",,10aug2020
"Lombardy, Italy",,11aug2020
"Lombardy, Italy",,12aug2020
"Lombardy, Italy",,13aug2020
"Lombardy, Italy",,14aug2020
"Lombardy, Italy",,15aug2020
"Lombardy, Italy",,16aug2020
"Lombardy, Italy",,17aug2020
"Lombardy, Italy",,18aug2020
"Lombardy, Italy",,19aug2020
"Lombardy, Italy",,20aug2020
"Lombardy, Italy",,21aug2020
"Lombardy, Italy",,22aug2020
"Lombardy, Italy",,23aug2020
"Lombardy, Italy",,24aug2020
"Lombardy, Italy",,25aug2020
"Lombardy, Italy",,26aug2020
"Lombardy, Italy",,27aug2020
"Lombardy, Italy",,28aug2020
"Lombardy, Italy",,29aug2020
"Lombardy, Italy",,30aug2020
"Lombardy, Italy",,31aug2020
"Lombardy, Italy",,01sep2020
"Lombardy, Italy",,02sep2020
"Lombardy, Italy",,03sep2020
"Lombardy, Italy",,04sep2020
"Lombardy, Italy",,05sep2020
"Lombardy, Italy",,06sep2020
"Lombardy, Italy",,07sep2020
"Lombardy, Italy",,08sep2020
"Lombardy, Italy",,09sep2020
"Lombardy, Italy",,10sep2020
"Lombardy, Italy",,11sep2020
"Lombardy, Italy",,12sep2020
"Lombardy, Italy",,13sep2020
"Lombardy, Italy",,14sep2020
"Lombardy, Italy",,15sep2020
"Lombardy, Italy",,16sep2020
"Lombardy, Italy",,17sep2020
"Lombardy, Italy",,18sep2020
"Lombardy, Italy",,19sep2020
"Lombardy, Italy",,20sep2020
"Lombardy, Italy",,21sep2020
"Lombardy, Italy",,22sep2020
"Lombardy, Italy",,23sep2020
"Lombardy, Italy",,24sep2020
"Lombardy, Italy",,25sep2020
"Lombardy, Italy",,26sep2020
"Lombardy, Italy",,27sep2020
"Lombardy, Italy",,28sep2020
"London, U.K.",,26jan2020
"London, U.K.",,27jan2020
"London, U.K.",,28jan2020
"London, U.K.",,29jan2020
"London, U.K.",,30jan2020
"London, U.K.",,31jan2020
"London, U.K.",,01feb2020
"London, U.K.",,02feb2020
"London, U.K.",,03feb2020
"London, U.K.",,04feb2020
"London, U.K.",,05feb2020
"London, U.K.",,06feb2020
"London, U.K.",,07feb2020
"London, U.K.",,08feb2020
"London, U.K.",,09feb2020
"London, U.K.",,10feb2020
"London, U.K.",,11feb2020
"London, U.K.",,12feb2020
"London, U.K.",,13feb2020
"London, U.K.",,14feb2020
"London, U.K.",,15feb2020
"London, U.K.",,16feb2020
"London, U.K.",,17feb2020
"London, U.K.",,18feb2020
"London, U.K.",,19feb2020
"London, U.K.",,20feb2020
"London, U.K.",,21feb2020
"London, U.K.",,22feb2020
"London, U.K.",,23feb2020
"London, U.K.",,24feb2020
"London, U.K.",,25feb2020
"London, U.K.",,26feb2020
"London, U.K.",,27feb2020
"London, U.K.",,28feb2020
"London, U.K.",,29feb2020
"London, U.K.",,01mar2020
"London, U.K.",,02mar2020
"London, U.K.",,03mar2020
"London, U.K.",,04mar2020
"London, U.K.",,05mar2020
"London, U.K.",,06mar2020
"London, U.K.",,07mar2020
"London, U.K.",,08mar2020
"London, U.K.",,09mar2020
"London, U.K.",2.1128936,10mar2020
"London, U.K.",2.0087099,11mar2020
"London, U.K.",1.9193971,12mar2020
"London, U.K.",1.8412826,13mar2020
"London, U.K.",1.7713968,14mar2020
"London, U.K.",1.706737,15mar2020
"London, U.K.",1.6462529,16mar2020
"London, U.K.",1.5886345,17mar2020
"London, U.K.",1.5330744,18mar2020
"London, U.K.",1.4785407,19mar2020
"London, U.K.",1.4247578,20mar2020
"London, U.K.",1.3717062,21mar2020
"London, U.K.",1.3204108,22mar2020
"London, U.K.",1.2705444,23mar2020
"London, U.K.",1.2212516,24mar2020
"London, U.K.",1.1741282,25mar2020
"London, U.K.",1.130008,26mar2020
"London, U.K.",1.0873182,27mar2020
"London, U.K.",1.045882,28mar2020
"London, U.K.",1.0044069,29mar2020
"London, U.K.",.96218735,30mar2020
"London, U.K.",.92068785,31mar2020
"London, U.K.",.87792236,01apr2020
"London, U.K.",.83254868,02apr2020
"London, U.K.",.78601491,03apr2020
"London, U.K.",.73956263,04apr2020
"London, U.K.",.69443655,05apr2020
"London, U.K.",.6508984,06apr2020
"London, U.K.",.60809463,07apr2020
"London, U.K.",.56646794,08apr2020
"London, U.K.",.52770245,09apr2020
"London, U.K.",.49189728,10apr2020
"London, U.K.",.45744178,11apr2020
"London, U.K.",.42473015,12apr2020
"London, U.K.",.39354703,13apr2020
"London, U.K.",.36260498,14apr2020
"London, U.K.",.33233824,15apr2020
"London, U.K.",.30030757,16apr2020
"London, U.K.",.26603922,17apr2020
"London, U.K.",.23255849,18apr2020
"London, U.K.",.2,19apr2020
"London, U.K.",.2,20apr2020
"London, U.K.",.2,21apr2020
"London, U.K.",.2,22apr2020
"London, U.K.",.20346162,23apr2020
"London, U.K.",.29271021,24apr2020
"London, U.K.",.41803378,25apr2020
"London, U.K.",.56578368,26apr2020
"London, U.K.",.71349466,27apr2020
"London, U.K.",.84645194,28apr2020
"London, U.K.",.95245957,29apr2020
"London, U.K.",1.0196593,30apr2020
"London, U.K.",1.045321,01may2020
"London, U.K.",1.0407439,02may2020
"London, U.K.",1.0243649,03may2020
"London, U.K.",1.0055674,04may2020
"London, U.K.",.98345798,05may2020
"London, U.K.",.96528602,06may2020
"London, U.K.",.95364642,07may2020
"London, U.K.",.95542663,08may2020
"London, U.K.",.96456099,09may2020
"London, U.K.",.97612023,10may2020
"London, U.K.",.98545736,11may2020
"London, U.K.",.99016666,12may2020
"London, U.K.",.98631257,13may2020
"London, U.K.",.97286409,14may2020
"London, U.K.",.95387983,15may2020
"London, U.K.",.94286299,16may2020
"London, U.K.",.9375478,17may2020
"London, U.K.",.93767703,18may2020
"London, U.K.",.94040006,19may2020
"London, U.K.",.93965477,20may2020
"London, U.K.",.93816006,21may2020
"London, U.K.",.94064349,22may2020
"London, U.K.",.93156159,23may2020
"London, U.K.",.90479314,24may2020
"London, U.K.",.85622931,25may2020
"London, U.K.",.80049425,26may2020
"London, U.K.",.73879397,27may2020
"London, U.K.",.68197089,28may2020
"London, U.K.",.62628216,29may2020
"London, U.K.",.57738626,30may2020
"London, U.K.",.55093735,31may2020
"London, U.K.",.55590677,01jun2020
"London, U.K.",.57414091,02jun2020
"London, U.K.",.61092657,03jun2020
"London, U.K.",.65856206,04jun2020
"London, U.K.",.70173705,05jun2020
"London, U.K.",.74797982,06jun2020
"London, U.K.",.78752774,07jun2020
"London, U.K.",.8244952,08jun2020
"London, U.K.",.88400447,09jun2020
"London, U.K.",.96663886,10jun2020
"London, U.K.",1.0561924,11jun2020
"London, U.K.",1.156744,12jun2020
"London, U.K.",1.2326967,13jun2020
"London, U.K.",1.2673842,14jun2020
"London, U.K.",1.2660948,15jun2020
"London, U.K.",1.2351347,16jun2020
"London, U.K.",1.1907899,17jun2020
"London, U.K.",1.1415713,18jun2020
"London, U.K.",1.0839622,19jun2020
"London, U.K.",1.0348598,20jun2020
"London, U.K.",1.001754,21jun2020
"London, U.K.",.98303115,22jun2020
"London, U.K.",.97181314,23jun2020
"London, U.K.",.96000379,24jun2020
"London, U.K.",.94939834,25jun2020
"London, U.K.",.94214344,26jun2020
"London, U.K.",.92254764,27jun2020
"London, U.K.",.88986272,28jun2020
"London, U.K.",.84297383,29jun2020
"London, U.K.",.78004056,30jun2020
"London, U.K.",.70514989,01jul2020
"London, U.K.",.6161778,02jul2020
"London, U.K.",.50998014,03jul2020
"London, U.K.",.40073207,04jul2020
"London, U.K.",.30601466,05jul2020
"London, U.K.",.22658551,06jul2020
"London, U.K.",.2,07jul2020
"London, U.K.",.2,08jul2020
"London, U.K.",.2,09jul2020
"London, U.K.",.2834253,10jul2020
"London, U.K.",.47388035,11jul2020
"London, U.K.",.65334779,12jul2020
"London, U.K.",.77542275,13jul2020
"London, U.K.",.88188845,14jul2020
"London, U.K.",.97207034,15jul2020
"London, U.K.",1.0100315,16jul2020
"London, U.K.",1.0413363,17jul2020
"London, U.K.",.99557781,18jul2020
"London, U.K.",.96019357,19jul2020
"London, U.K.",.94982702,20jul2020
"London, U.K.",.93743199,21jul2020
"London, U.K.",.93408054,22jul2020
"London, U.K.",.99910408,23jul2020
"London, U.K.",1.1067162,24jul2020
"London, U.K.",1.2652282,25jul2020
"London, U.K.",1.3817968,26jul2020
"London, U.K.",1.4554105,27jul2020
"London, U.K.",1.4519119,28jul2020
"London, U.K.",1.4612049,29jul2020
"London, U.K.",1.4492835,30jul2020
"London, U.K.",1.4216999,31jul2020
"London, U.K.",1.3822558,01aug2020
"London, U.K.",1.3618495,02aug2020
"London, U.K.",1.3584473,03aug2020
"London, U.K.",1.3701639,04aug2020
"London, U.K.",1.3458891,05aug2020
"London, U.K.",1.2886457,06aug2020
"London, U.K.",1.2218522,07aug2020
"London, U.K.",1.1431396,08aug2020
"London, U.K.",1.0701121,09aug2020
"London, U.K.",.99929768,10aug2020
"London, U.K.",.92757648,11aug2020
"London, U.K.",.85181904,12aug2020
"London, U.K.",.79182166,13aug2020
"London, U.K.",.75136179,14aug2020
"London, U.K.",.73782104,15aug2020
"London, U.K.",.73471469,16aug2020
"London, U.K.",.74682212,17aug2020
"London, U.K.",.78046638,18aug2020
"London, U.K.",.8430903,19aug2020
"London, U.K.",.94184822,20aug2020
"London, U.K.",1.0808223,21aug2020
"London, U.K.",1.2572587,22aug2020
"London, U.K.",1.4242578,23aug2020
"London, U.K.",1.5676932,24aug2020
"London, U.K.",1.6791234,25aug2020
"London, U.K.",1.7564292,26aug2020
"London, U.K.",1.8021871,27aug2020
"London, U.K.",1.8005881,28aug2020
"London, U.K.",1.7834526,29aug2020
"London, U.K.",1.7704012,30aug2020
"London, U.K.",1.7579435,31aug2020
"London, U.K.",1.7434813,01sep2020
"London, U.K.",1.7475557,02sep2020
"London, U.K.",1.7510056,03sep2020
"London, U.K.",1.7504597,04sep2020
"London, U.K.",1.7358677,05sep2020
"London, U.K.",1.7156432,06sep2020
"London, U.K.",1.6949369,07sep2020
"London, U.K.",1.6766341,08sep2020
"London, U.K.",1.6471241,09sep2020
"London, U.K.",1.6067966,10sep2020
"London, U.K.",1.559873,11sep2020
"London, U.K.",1.5125411,12sep2020
"London, U.K.",1.461738,13sep2020
"London, U.K.",1.4047337,14sep2020
"London, U.K.",1.3448509,15sep2020
"London, U.K.",1.2870295,16sep2020
"London, U.K.",1.2324419,17sep2020
"London, U.K.",1.1903287,18sep2020
"London, U.K.",1.1622281,19sep2020
"London, U.K.",1.147997,20sep2020
"London, U.K.",1.1456198,21sep2020
"London, U.K.",1.1483139,22sep2020
"London, U.K.",1.1491988,23sep2020
"London, U.K.",1.1486554,24sep2020
"London, U.K.",1.1447675,25sep2020
"London, U.K.",1.1404341,26sep2020
"London, U.K.",1.1363777,27sep2020
"London, U.K.",1.1310924,28sep2020
Los Angeles,,26jan2020
Los Angeles,,27jan2020
Los Angeles,,28jan2020
Los Angeles,,29jan2020
Los Angeles,,30jan2020
Los Angeles,,31jan2020
Los Angeles,,01feb2020
Los Angeles,,02feb2020
Los Angeles,,03feb2020
Los Angeles,,04feb2020
Los Angeles,,05feb2020
Los Angeles,,06feb2020
Los Angeles,,07feb2020
Los Angeles,,08feb2020
Los Angeles,,09feb2020
Los Angeles,,10feb2020
Los Angeles,,11feb2020
Los Angeles,,12feb2020
Los Angeles,,13feb2020
Los Angeles,,14feb2020
Los Angeles,,15feb2020
Los Angeles,,16feb2020
Los Angeles,,17feb2020
Los Angeles,,18feb2020
Los Angeles,,19feb2020
Los Angeles,,20feb2020
Los Angeles,,21feb2020
Los Angeles,,22feb2020
Los Angeles,,23feb2020
Los Angeles,,24feb2020
Los Angeles,,25feb2020
Los Angeles,,26feb2020
Los Angeles,,27feb2020
Los Angeles,,28feb2020
Los Angeles,,29feb2020
Los Angeles,,01mar2020
Los Angeles,,02mar2020
Los Angeles,,03mar2020
Los Angeles,,04mar2020
Los Angeles,,05mar2020
Los Angeles,,06mar2020
Los Angeles,,07mar2020
Los Angeles,,08mar2020
Los Angeles,,09mar2020
Los Angeles,,10mar2020
Los Angeles,,11mar2020
Los Angeles,,12mar2020
Los Angeles,,13mar2020
Los Angeles,,14mar2020
Los Angeles,,15mar2020
Los Angeles,,16mar2020
Los Angeles,,17mar2020
Los Angeles,,18mar2020
Los Angeles,,19mar2020
Los Angeles,,20mar2020
Los Angeles,,21mar2020
Los Angeles,,22mar2020
Los Angeles,,23mar2020
Los Angeles,,24mar2020
Los Angeles,,25mar2020
Los Angeles,,26mar2020
Los Angeles,1.5359576,27mar2020
Los Angeles,1.501002,28mar2020
Los Angeles,1.4694692,29mar2020
Los Angeles,1.4388684,30mar2020
Los Angeles,1.4072169,31mar2020
Los Angeles,1.3812631,01apr2020
Los Angeles,1.357738,02apr2020
Los Angeles,1.3357891,03apr2020
Los Angeles,1.3165207,04apr2020
Los Angeles,1.2984931,05apr2020
Los Angeles,1.2804536,06apr2020
Los Angeles,1.2592837,07apr2020
Los Angeles,1.2301373,08apr2020
Los Angeles,1.1978391,09apr2020
Los Angeles,1.1623776,10apr2020
Los Angeles,1.1238701,11apr2020
Los Angeles,1.0843925,12apr2020
Los Angeles,1.0449396,13apr2020
Los Angeles,1.0157346,14apr2020
Los Angeles,.99491447,15apr2020
Los Angeles,.97602934,16apr2020
Los Angeles,.95861512,17apr2020
Los Angeles,.94505775,18apr2020
Los Angeles,.93672317,19apr2020
Los Angeles,.93513471,20apr2020
Los Angeles,.9343012,21apr2020
Los Angeles,.93322539,22apr2020
Los Angeles,.93268222,23apr2020
Los Angeles,.9353925,24apr2020
Los Angeles,.93898201,25apr2020
Los Angeles,.94127381,26apr2020
Los Angeles,.94475776,27apr2020
Los Angeles,.94766641,28apr2020
Los Angeles,.94995248,29apr2020
Los Angeles,.95224828,30apr2020
Los Angeles,.95657486,01may2020
Los Angeles,.96229118,02may2020
Los Angeles,.96865308,03may2020
Los Angeles,.973773,04may2020
Los Angeles,.98010182,05may2020
Los Angeles,.98732257,06may2020
Los Angeles,.9975943,07may2020
Los Angeles,1.0067241,08may2020
Los Angeles,1.0142181,09may2020
Los Angeles,1.0204023,10may2020
Los Angeles,1.0230922,11may2020
Los Angeles,1.0209543,12may2020
Los Angeles,1.0163645,13may2020
Los Angeles,1.0051161,14may2020
Los Angeles,.99231207,15may2020
Los Angeles,.98299038,16may2020
Los Angeles,.97921121,17may2020
Los Angeles,.98139787,18may2020
Los Angeles,.99264544,19may2020
Los Angeles,1.0110296,20may2020
Los Angeles,1.0358635,21may2020
Los Angeles,1.0574361,22may2020
Los Angeles,1.0732284,23may2020
Los Angeles,1.0803016,24may2020
Los Angeles,1.0809026,25may2020
Los Angeles,1.0736228,26may2020
Los Angeles,1.0598854,27may2020
Los Angeles,1.0416909,28may2020
Los Angeles,1.0264566,29may2020
Los Angeles,1.0118093,30may2020
Los Angeles,.99851799,31may2020
Los Angeles,.98454732,01jun2020
Los Angeles,.97208655,02jun2020
Los Angeles,.96093577,03jun2020
Los Angeles,.94855899,04jun2020
Los Angeles,.9342528,05jun2020
Los Angeles,.92287123,06jun2020
Los Angeles,.91625106,07jun2020
Los Angeles,.9106338,08jun2020
Los Angeles,.90915608,09jun2020
Los Angeles,.9120546,10jun2020
Los Angeles,.9228732,11jun2020
Los Angeles,.93966705,12jun2020
Los Angeles,.95642775,13jun2020
Los Angeles,.97038418,14jun2020
Los Angeles,.98724335,15jun2020
Los Angeles,1.0053002,16jun2020
Los Angeles,1.0235906,17jun2020
Los Angeles,1.0417939,18jun2020
Los Angeles,1.0581591,19jun2020
Los Angeles,1.0783175,20jun2020
Los Angeles,1.1041806,21jun2020
Los Angeles,1.1345327,22jun2020
Los Angeles,1.1586761,23jun2020
Los Angeles,1.1792048,24jun2020
Los Angeles,1.1992344,25jun2020
Los Angeles,1.2211928,26jun2020
Los Angeles,1.2391093,27jun2020
Los Angeles,1.2554877,28jun2020
Los Angeles,1.2625555,29jun2020
Los Angeles,1.2573687,30jun2020
Los Angeles,1.2417556,01jul2020
Los Angeles,1.2184626,02jul2020
Los Angeles,1.1867615,03jul2020
Los Angeles,1.1504421,04jul2020
Los Angeles,1.1098052,05jul2020
Los Angeles,1.0726167,06jul2020
Los Angeles,1.0467844,07jul2020
Los Angeles,1.0288756,08jul2020
Los Angeles,1.0132743,09jul2020
Los Angeles,1.00447,10jul2020
Los Angeles,1.0024657,11jul2020
Los Angeles,1.0046614,12jul2020
Los Angeles,1.010576,13jul2020
Los Angeles,1.0202227,14jul2020
Los Angeles,1.0327487,15jul2020
Los Angeles,1.0464789,16jul2020
Los Angeles,1.05885,17jul2020
Los Angeles,1.069194,18jul2020
Los Angeles,1.079126,19jul2020
Los Angeles,1.0861183,20jul2020
Los Angeles,1.0888727,21jul2020
Los Angeles,1.0865661,22jul2020
Los Angeles,1.0800313,23jul2020
Los Angeles,1.0679636,24jul2020
Los Angeles,1.0545764,25jul2020
Los Angeles,1.0374088,26jul2020
Los Angeles,1.0205593,27jul2020
Los Angeles,1.0069436,28jul2020
Los Angeles,.99929589,29jul2020
Los Angeles,.99695462,30jul2020
Los Angeles,.99957049,31jul2020
Los Angeles,1.0044882,01aug2020
Los Angeles,1.0147809,02aug2020
Los Angeles,1.0272207,03aug2020
Los Angeles,1.0398349,04aug2020
Los Angeles,1.0507555,05aug2020
Los Angeles,1.0618657,06aug2020
Los Angeles,1.0623035,07aug2020
Los Angeles,1.0608245,08aug2020
Los Angeles,1.0486668,09aug2020
Los Angeles,1.0363524,10aug2020
Los Angeles,1.0216554,11aug2020
Los Angeles,1.0031334,12aug2020
Los Angeles,.98001575,13aug2020
Los Angeles,.96511942,14aug2020
Los Angeles,.94819123,15aug2020
Los Angeles,.9391374,16aug2020
Los Angeles,.9300853,17aug2020
Los Angeles,.923419,18aug2020
Los Angeles,.92034763,19aug2020
Los Angeles,.9211725,20aug2020
Los Angeles,.92541456,21aug2020
Los Angeles,.93333757,22aug2020
Los Angeles,.94431192,23aug2020
Los Angeles,.95262486,24aug2020
Los Angeles,.95536101,25aug2020
Los Angeles,.9537549,26aug2020
Los Angeles,.9489724,27aug2020
Los Angeles,.93949592,28aug2020
Los Angeles,.92686272,29aug2020
Los Angeles,.91142291,30aug2020
Los Angeles,.90205699,31aug2020
Los Angeles,.8979885,01sep2020
Los Angeles,.90019912,02sep2020
Los Angeles,.9145754,03sep2020
Los Angeles,.93198913,04sep2020
Los Angeles,.95281339,05sep2020
Los Angeles,.97159678,06sep2020
Los Angeles,.98464459,07sep2020
Los Angeles,.99437016,08sep2020
Los Angeles,1.0031278,09sep2020
Los Angeles,1.0116609,10sep2020
Los Angeles,1.0368503,11sep2020
Los Angeles,1.072888,12sep2020
Los Angeles,1.1157376,13sep2020
Los Angeles,1.1520998,14sep2020
Los Angeles,1.1702634,15sep2020
Los Angeles,1.174296,16sep2020
Los Angeles,1.1612742,17sep2020
Los Angeles,1.1322438,18sep2020
Los Angeles,1.0905001,19sep2020
Los Angeles,1.0389411,20sep2020
Los Angeles,.98857492,21sep2020
Los Angeles,.94570392,22sep2020
Los Angeles,.90742052,23sep2020
Los Angeles,.87080008,24sep2020
Los Angeles,.84086603,25sep2020
Los Angeles,.81893688,26sep2020
Los Angeles,.80719179,27sep2020
Los Angeles,.80001265,28sep2020
Louisiana,,26jan2020
Louisiana,,27jan2020
Louisiana,,28jan2020
Louisiana,,29jan2020
Louisiana,,30jan2020
Louisiana,,31jan2020
Louisiana,,01feb2020
Louisiana,,02feb2020
Louisiana,,03feb2020
Louisiana,,04feb2020
Louisiana,,05feb2020
Louisiana,,06feb2020
Louisiana,,07feb2020
Louisiana,,08feb2020
Louisiana,,09feb2020
Louisiana,,10feb2020
Louisiana,,11feb2020
Louisiana,,12feb2020
Louisiana,,13feb2020
Louisiana,,14feb2020
Louisiana,,15feb2020
Louisiana,,16feb2020
Louisiana,,17feb2020
Louisiana,,18feb2020
