10,77,77
15,79,79
11,79,79
0.000763368838,4.39034998e-05,4.36904636e-05
0.000196533636,3.17396607e-05,3.19565808e-05
0.00121764402,3.31222827e-06,3.13493411e-06
0.00403181526,2.33280014e-05,2.35367791e-05
0.00181987666,7.59560371e-06,7.50092894e-06
0.00166332231,1.44653921e-05,1.42191621e-05
0.0057912684,8.29185653e-05,8.48581609e-05
0.00254670278,2.91143712e-05,2.93359079e-05
0.48664157,0.609478146,0.619024525
1,1.0057416,1.00573965
1,1.0057416,1.00573965
1,1.00252402,1.00252379
0.351171558,0.00305428981,0.00300230302
0.0867243601,0.00126719626,0.00129716123
0.294579857,0.00267185179,0.00263740268
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.313413555,0.345202036,0.345197588
0.875988249,0.964836785,0.964824354
1,1.10142663,1.10141244
16.9591124,15.5719809,15.5458477
0.911549545,0.836991452,0.835586797
1,0.918207306,0.916666353
0.313435862,0.345204258,0.34519974
0.876050596,0.964842996,0.964830367
1,1.10135533,1.10134092
16.9691079,15.5720132,15.545878
0.912086806,0.836993191,0.835588426
1,0.917668347,0.916128181
NaN,1.95625149,1.99223932
1.3161846,1.0999381,1.09997192
1.17362572,1.04237332,1.04046231
1.27416313,1.08296998,1.08243053
1.28801674,1.38431207,1.38690711
1.16095789,1.05627457,1.04361682
1.25056416,1.28761788,1.28571692
1.24063329,1.36452145,1.3672263
1.14018235,1.05302287,1.04069462
1.2110238,1.27270237,1.27097597
76.2930159,63.7582263,63.7601865
104.435896,92.7563106,92.5862584
82.3155923,69.9638163,69.9289659
74.6602583,80.2420443,80.3924667
103.308641,93.9933232,92.8669647
80.7910121,83.184818,83.0620093
71.9136628,79.0948757,79.2516626
101.459915,93.7039687,92.6069306
78.2365607,82.2212216,82.10969
9484.55618,9496.21614,9496.10513
4337.21221,4371.94511,4372.44835
8383.02457,8399.62214,8399.64258
9484.55618,9479.5658,9479.39725
4337.21221,4363.57726,4366.04448
8383.02457,8384.74425,8385.13976
2.49667316,2.49667316,2.49667316
2.40859217,2.49169976,2.49178042
2.47287808,2.49373703,2.49381283
2.34352201,2.48987314,2.48996029
NaN,0.920710389,0.911904549
NaN,6.37723938,6.47256601
